,Unnamed: 0,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,lyric,debut_date,peak_position,peak_date,weeks_on_chart
69,69,miss americana & the heartbreak prince,Lover,Taylor Swift,2019-08-23,234146,70,0.662,0.028,0.747,0.00615,0.138,-6.926,0.0736,0.487,150.088,"You know I adore you, I'm crazier for you Than I was at 16, lost in a film scene Waving homecoming queens, marching band playing I'm lost in the lights American glory faded before me Now I'm feeling hopeless, ripped up my prom dress Running through rose thorns, I saw the scoreboard And ran for my life (Ah) No cameras catch my pageant smile I counted days, I counted miles To see you there, to see you there It's been a long time coming, but It's you and me, that's my whole world They whisper in the hallway, ""She's a bad, bad girl"" (Okay) The whole school is rolling fake dice You play stupid games, you win stupid prizes It's you and me, there's nothing like this Miss Americana and The Heartbreak Prince (Okay) We're so sad, we paint the town blue Voted most likely to run away with you My team is losing, battered and bruising I see the high fives between the bad guys Leave with my head hung, you are the only one Who seems to care American stories burning before me I'm feeling helpless, the damsels are depressed Boys will be boys then, where are the wise men? Darling, I'm scared (Ah) No cameras catch my muffled cries I counted days, I counted miles To see you there, to see you there And now the storm is coming, but It's you and me, that's my whole world They whisper in the hallway, ""She's a bad, bad girl"" (Okay) The whole school is rolling fake dice You play stupid games, you win stupid prizes It's you and me, there's nothing like this Miss Americana and The Heartbreak Prince (Okay) We're so sad, we paint the town blue Voted most likely to run away with you And I don't want you to (Go), I don't really wanna (Fight) 'Cause nobody's gonna (Win), I think you should come home And I don't want you to (Go), I don't really wanna (Fight) 'Cause nobody's gonna (Win), I think you should come home And I don't want you to (Go), I don't really wanna (Fight) 'Cause nobody's gonna (Win), just thought you should know And I'll never let you (Go) 'cause I know this is a (Fight) That someday we're gonna (Win) It's you and me, that's my whole world They whisper in the hallway, ""She's a bad, bad girl"" Oh, I just thought you should know (You should know) It's you and me, there's nothing like this (Like this) Miss Americana and The Heartbreak Prince (Okay) We're so sad, we paint the town blue (Paint it blue) Voted most likely to run away with you And I don't want you to (Go), I don't really wanna (Fight) 'Cause nobody's gonna (Win), I think you should come home And I'll never let you (Go) 'cause I know this is a (Fight) That someday we're gonna (Win), just thought you should know It's you and me, that's my whole world They whisper in the hallway, ""She's a bad, bad girl"" ""She's a bad, bad girl""",09.07.19,49.0,09.07.19,1.0
70,70,paper rings,Lover,Taylor Swift,2019-08-23,222400,76,0.811,0.0129,0.719,1.36e-05,0.0742,-6.553,0.0497,0.865,103.979,"The moon is high Like your friends were the night that we first met Went home and tried to stalk you on the internet Now I've read all of the books beside your bed The wine is cold Like the shoulder that I gave you in the street Cat and mouse for a month or two or three Now I wake up in the night and watch you breathe (Ayy) Kiss me once 'cause you know I had a long night (Oh) Kiss me twice 'cause it's gonna be alright (Uh) Three times 'cause I waited my whole life (1, 2, 1, 2, 3, 4) I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in dirty dreams Oh, you're the one I want In the winter, in the icy outdoor pool When you jumped in first, I went in too I'm with you even if it makes me blue Which takes me back To the color that we painted your brother's wall Honey, without all the exes, fights, and flaws We wouldn't be standing here so tall, so (Ayy) Kiss you once 'cause I know you had a long night (Oh) Kiss you twice 'cause it's gonna be alright (Uh) Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4) Ah I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in dirty dreams Oh, you're the one I want I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy Uh huh I like shiny things, but I'd marry you with paper rings Ah-ah, that's right, you're the one I want I hate accidents except when we went from friends to this Ah-ah, darling, you're the one I want I like shiny things, but I'd marry you with paper rings Uh huh, that's right Darling, you're the one I want, and I hate accidents except when we went from friends to this Uh huh, that's right Darling, you're the one I want In paper rings, in picture frames, in all my dreams You're the one I want In paper rings, in picture frames, in all my dreams Oh, you're the one I want You're the one I want, one I want You're the one I want, one I want",09.07.19,45.0,09.07.19,1.0
71,71,cornelia street,Lover,Taylor Swift,2019-08-23,287266,71,0.824,0.781,0.624,0.000189,0.1,-9.728,0.0827,0.248,102.012,"We were in the backseat Drunk on something stronger than the drinks in the bar ""I rent a place on Cornelia Street"" I say casually in the car We were a fresh page on the desk Filling in the blanks as we go As if the street lights pointed in an arrow head Leading us home And I hope I never lose you, hope it never ends I'd never walk Cornelia Street again That's the kinda heartbreak time could never mend I'd never walk Cornelia Street again And baby, I get mystified by how this city screams your name And baby, I'm so terrified of if you ever walk away I'd never walk Cornelia Street again I'd never walk Cornelia Street again Windows flung right open, autumn air Jacket 'round my shoulders is yours We bless the rains on Cornelia Street Memorize the creaks in the floor Back when we were card sharks, playing games I thought you were leading me on I packed my bags, left Cornelia Street Before you even knew I was gone But then you called, showed your hand I turned around before I hit the tunnel Sat on the roof, you and I I hope I never lose you, hope it never ends I'd never walk Cornelia Street again That's the kinda heartbreak time could never mend I'd never walk Cornelia Street again And baby, I get mystified by how this city screams your name And baby, I'm so terrified of if you ever walk away I'd never walk Cornelia Street again I'd never walk Cornelia Street again You hold my hand on the street Walk me back to that apartment Years ago, we were just inside Barefoot in the kitchen Sacred new beginnings That became my religion, listen I hope I never lose you I'd never walk Cornelia Street again Oh, never again And baby, I get mystified by how this city screams your name And baby, I'm so terrified of if you ever walk away I'd never walk Cornelia Street again I'd never walk Cornelia Street again I don't wanna lose you (Hope it never ends) I'd never walk Cornelia Street again I don't wanna lose you (Yeah) ""I rent a place on Cornelia Street"" I say casually in the car",09.07.19,57.0,09.07.19,1.0
72,72,death by a thousand cuts,Lover,Taylor Swift,2019-08-23,198533,71,0.712,0.454,0.732,0.0,0.319,-6.754,0.0629,0.313,94.071,"My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my Saying goodbye is death by a thousand cuts Flashbacks waking me up I get drunk, but it's not enough ’Cause the morning comes and you're not my baby I look through the windows of this love Even though we boarded them up Chandelier's still flickering here ’Cause I can't pretend it's okay when it's not It's death by a thousand cuts I dress to kill my time, I take the long way home I ask the traffic lights if it'll be alright They say, ""I don't know"" And what once was ours is no one's now I see you everywhere, the only thing we share Is this small town You said it was a great love, one for the ages But if the story’s over, why am I still writing pages? ’Cause saying goodbye is death by a thousand cuts Flashbacks waking me up I get drunk, but it's not enough ’Cause the morning comes and you're not my baby I look through the windows of this love Even though we boarded them up Chandelier's still flickering here 'Cause I can’t pretend it's okay when it's not It's death by a thousand cuts My heart, my hips, my body, my love Tryna find a part of me that you didn't touch Gave up on me like I was a bad drug Now I'm searching for signs in a haunted club Our songs, our films, united we stand Our country, guess it was a lawless land Quiet my fears with the touch of your hand Paper cut stings from our paper-thin plans My time, my wine, my spirit, my trust Tryna find a part of me you didn't take up Gave you so much, but it wasn't enough But I'll be alright, it's just a thousand cuts I get drunk, but it's not enough 'Cause you're not my baby I look through the windows of this love Even though we boarded them up Chandelier's still flickering here 'Cause I can't pretend it's okay when it's not No, it's not It's death by a thousand cuts (You didn't touch) Tryna find a part of me that you didn't touch My body, my love, my trust (It's death by a thousand cuts) But it wasn't enough, it wasn't enough, no, no I take the long way home I ask the traffic lights if it'll be alright They say, ""I don't know""",09.07.19,67.0,09.07.19,1.0
73,73,london boy,Lover,Taylor Swift,2019-08-23,190240,72,0.695,0.0246,0.71,0.000104,0.133,-6.639,0.05,0.557,157.925,"We can go driving in, on my scooter Uh, you know, just 'round London Oh, I'd... I love my hometown as much as Motown, I love SoCal And you know I love Springsteen, faded blue jeans, Tennessee whiskey But something happened, I heard him laughing I saw the dimples first and then I heard the accent They say home is where the heart is But that's not where mine lives You know I love a London boy I enjoy walking Camden Market in the afternoon He likes my American smile, like a child when our eyes meet Darling, I fancy you Took me back to Highgate, met all of his best mates So I guess all the rumors are true You know I love a London boy Boy, I fancy you (Ooh) And now I love high tea, stories from Uni, and the West End You can find me in the pub, we are watching rugby with his school friends Show me a gray sky, a rainy cab ride Babes, don't threaten me with a good time They say home is where the heart is But God, I love the English You know I love a London boy, I enjoy nights in Brixton Shoreditch in the afternoon He likes my American smile, like a child when our eyes meet Darling, I fancy you Took me back to Highgate, met all of his best mates So I guess all the rumors are true You know I love a London boy Boy, I fancy you So please show me Hackney Doesn't have to be Louis V up on Bond Street Just wanna be with you Wanna be with you Stick with me, I'm your queen Like a Tennessee Stella McCartney on the Heath Just wanna be with you (Wanna be with you) Wanna be with you (Oh) You know I love a London boy, I enjoy walking Soho Drinking in the afternoon (Yeah) He likes my American smile, like a child when our eyes meet Darling, I fancy you (You) Took me back to Highgate, met all of his best mates So I guess all the rumors are true (Yeah) You know I love a London boy (Oh) Boy (Oh), I fancy you (I fancy you, ooh) So please show me Hackney Doesn't have to be Louis V up on Bond Street Just wanna be with you I, I, I fancy you Oh whoa, oh, I Stick with me, I'm your queen Like a Tennessee Stella McCartney on the Heath Just wanna be with you (Ooh) Wanna be with you I fancy you (Yeah), I fancy you Oh whoa, ah",09.07.19,62.0,09.07.19,1.0
74,74,false god,Lover,Taylor Swift,2019-08-23,200306,68,0.739,0.736,0.32,0.000147,0.111,-10.862,0.239,0.351,79.97,"We were crazy to think Crazy to think that this could work Remember how I said I'd die for you? We were stupid to jump In the ocean separating us Remember how I’d fly to you? And I can't talk to you when you're like this Staring out the window like I’m not your favorite town I'm New York City I still do it for you, babe They all warned us about times like this They say the road gets hard and you get lost When you're led by blind faith, blind faith But we might just get away with it Religion's in your lips Even if it's a false god We'd still worship We might just get away with it The altar is my hips Even if it's a false god We'd still worship this love We’d still worship this love We’d still worship this love I know heaven's a thing I go there when you touch me, honey Hell is when I fight with you But we can patch it up good Make confessions and we’re begging for forgiveness Got the wine for you And you can't talk to me when I'm like this Daring you to leave me just so I can try and scare you You're the West Village You still do it for me, babe They all warned us about times like this They say the road gets hard and you get lost When you’re led by blind faith, blind faith But we might just get away with it Religion's in your lips Even if it's a false god We'd still worship We might just get away with it The altar is my hips Even if it's a false god We'd still worship this love We'd still worship this love We'd still worship this love, ah Still worship this love Even if it's a false god Even if it's a false god Still worship this love",09.07.19,77.0,09.07.19,1.0
75,75,you need to calm down,Lover,Taylor Swift,2019-08-23,171360,78,0.771,0.00929,0.671,0.0,0.0637,-5.617,0.0553,0.714,85.026,"You are somebody that I don't know But you're takin' shots at me like it's Patrón And I'm just like, damn, it's 7 AM Say it in the street, that's a knock-out But you say it in a Tweet, that's a cop-out And I'm just like, ""Hey, are you okay?"" And I ain't tryna mess with your self-expression But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun And snakes and stones never broke my bones So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, you're being too loud And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on my gown? You need to calm down You are somebody that we don't know But you're comin' at my friends like a missile Why are you mad when you could be GLAAD? (You could be GLAAD) Sunshine on the street at the parade But you would rather be in the dark ages Makin' that sign must've taken all night You just need to take several seats and then try to restore the peace And control your urges to scream about all the people you hate 'Cause shade never made anybody less gay So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, you're being too loud And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on his gown? You need to calm down And we see you over there on the internet Comparing all the girls who are killing it But we figured you out We all know now we all got crowns You need to calm down Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down (You need to calm down) You're being too loud (You're being too loud) And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop (Can you stop?) Like can you just not step on our gowns? You need to calm down",06.29.19,2.0,06.29.19,21.0
76,76,afterglow,Lover,Taylor Swift,2019-08-23,223293,74,0.756,0.13,0.449,0.0,0.114,-8.746,0.0344,0.399,111.011,"I blew things out of proportion, now you're blue Put you in jail for something you didn’t do I pinned your hands behind your back, oh Thought I had reason to attack, but no Fighting with a true love is boxing with no gloves Chemistry 'til it blows up, 'til there’s no us Why'd I have to break what I love so much? It's on your face, and I'm to blame, I need to say Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant Sorry that I hurt you I don't wanna do, I don’t wanna do this to you (Ooh) I don’t wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it’s all me, just don't go Meet me in the afterglow It's so excruciating to see you low Just wanna lift you up and not let you go This ultraviolet morning light below Tells me this love is worth the fight, oh I lived like an island, punished you with silence Went off like sirens, just crying Why'd I have to break what I love so much? It’s on your face, don't walk away, I need to say Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant I'm sorry that I hurt you I don't wanna do, I don't wanna do this to you (Ooh) I don't wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it's all me, just don't go Meet me in the afterglow Tell me that you're still mine Tell me that we'll be just fine Even when I lose my mind I need to say Tell me that it's not my fault Tell me that I'm all you want Even when I break your heart I need to say Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant Sorry that I hurt you I don't wanna do, I don't wanna do this to you (Ooh) I don't wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it's all me, just don't go Meet me in the afterglow",09.07.19,75.0,09.07.19,1.0
77,77,it’s nice to have a friend,Lover,Taylor Swift,2019-08-23,150440,65,0.737,0.971,0.175,0.000337,0.171,-9.912,0.0401,0.545,70.008,"Ooh Ooh School bell rings, walk me home Sidewalk chalk covered in snow Lost my gloves, you give me one ""Wanna hang out?"" Yeah, sounds like fun Video games, you pass me a note Sleeping in tents It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) Light pink sky, up on the roof Sun sinks down, no curfew 20 questions, we tell the truth You've been stressed out lately, yeah, me too Something gave you the nerve To touch my hand It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) [Instrumental bridge] Church bells ring, carry me home Rice on the ground looks like snow Call my bluff, call you ""Babe"" Have my back, yeah, every day Feels like home, stay in bed The whole weekend It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) (Ooh)",,,,
78,78,daylight,Lover,Taylor Swift,2019-08-23,293453,68,0.557,0.808,0.496,0.000173,0.0772,-9.602,0.0563,0.265,149.983,"My love was as cruel as the cities I lived in Everyone looked worse in the light There are so many lines that I've crossed unforgiven I'll tell you the truth, but never goodbye I don't wanna look at anything else now that I saw you I don't wanna think of anything else now that I thought of you I've been sleeping so long in a 20-year dark night And now I see daylight, I only see daylight Luck of the draw only draws the unlucky And so I became the butt of the joke I wounded the good and I trusted the wicked Clearing the air, I breathed in the smoke Maybe you ran with the wolves and refused to settle down Maybe I've stormed out of every single room in this town Threw out our cloaks and our daggers because it's morning now It's brighter now, now I don't wanna look at anything else now that I saw you (I can never look away) I don't wanna think of anything else now that I thought of you (Things will never be the same) I've been sleeping so long in a 20-year dark night (Now I'm wide awake) And now I see daylight (Daylight), I only see daylight (Daylight) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight And I can still see it all (In my mind) All of you, all of me (Intertwined) I once believed love would be (Black and white) But it's golden (Golden) And I can still see it all (In my head) Back and forth from New York (Sneaking in your bed) I once believed love would be (Burning red) But it's golden Like daylight, like daylight Like daylight, daylight I don't wanna look at anything else now that I saw you (I can never look away) And I don't wanna think of anything else now that I thought of you (Things will never be the same) I've been sleeping so long in a 20-year dark night (Now I'm wide awake) And now I see daylight (I see daylight), I only see daylight (Ah) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight (Ah) (And I can still see it all) I only see daylight, daylight, daylight, daylight (And I can still see it all, back and forth from New York) I only see daylight, daylight, daylight, daylight (I once believed love would be burning red) Like daylight It's golden like daylight You gotta step into the daylight and let it go Just let it go, let it go I wanna be defined by the things that I love Not the things I hate Not the things I'm afraid of, I'm afraid of Or the things that haunt me in the middle of the night I, I just think that You are what you love",09.07.19,89.0,09.07.19,1.0
79,79,the 1,folklore (deluxe version),Taylor Swift,2020-08-18,210240,64,0.78,0.75,0.361,7.14e-06,0.108,-6.942,0.048,0.163,139.902,"I'm doing good, I'm on some new shit Been saying ""yes"" instead of ""no"" I thought I saw you at the bus stop, I didn't though I hit the ground running each night I hit the Sunday matinée You know the greatest films of all time were never made I guess you never know, never know And if you wanted me, you really should've showed And if you never bleed, you're never gonna grow And it's alright now But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one (Ooh) I have this dream you're doing cool shit Having adventures on your own You meet some woman on the internet and take her home We never painted by the numbers, baby But we were making it count You know the greatest loves of all time are over now I guess you never know, never know And it's another day waking up alone But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one I, I, I persist and resist the temptation to ask you If one thing had been different Would everything be different today? We were something, don't you think so? Rosé flowing with your chosen family And it would've been sweet If it could've been me In my defense, I have none For digging up the grave another time But it would've been fun If you would've been the one (Ooh)",08.08.20,4.0,08.08.20,6.0
80,80,cardigan,folklore (deluxe version),Taylor Swift,2020-08-18,239560,65,0.612,0.525,0.58,0.000414,0.26,-8.572,0.0419,0.534,130.045,"Vintage tee, brand new phone High heels on cobblestones When you are young, they assume you know nothing Sequin smile, black lipstick Sensual politics When you are young, they assume you know nothing But I knew you Dancin' in your Levi's Drunk under a streetlight, I I knew you Hand under my sweatshirt Baby, kiss it better, I And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite A friend to all is a friend to none Chase two girls, lose the one When you are young, they assume you know nothing But I knew you Playing hide-and-seek and Giving me your weekends, I I knew you Your heartbeat on the High Line Once in twenty lifetimes, I And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite To kiss in cars and downtown bars Was all we needed You drew stars around my scars But now I'm bleedin' 'Cause I knew you Steppin' on the last train Marked me like a bloodstain, I I knew you Tried to change the ending Peter losing Wendy, I I knew you Leavin' like a father Running like water, I And when you are young, they assume you know nothing But I knew you'd linger like a tattoo kiss I knew you'd haunt all of my what-ifs The smell of smoke would hang around this long 'Cause I knew everything when I was young I knew I'd curse you for the longest time Chasin' shadows in the grocery line I knew you'd miss me once the thrill expired And you'd be standin' in my front porch light And I knew you'd come back to me You'd come back to me And you'd come back to me And you'd come back And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite",08.08.20,1.0,08.08.20,14.0
81,81,the last great american dynasty,folklore (deluxe version),Taylor Swift,2020-08-18,231000,63,0.688,0.481,0.653,0.00414,0.106,-8.558,0.0403,0.701,147.991,"Rebekah rode up on the afternoon train, it was sunny Her saltbox house on the coast took her mind off St. Louis Bill was the heir to the Standard Oil name and money And the town said, ""How did a middle-class divorcée do it?"" The wedding was charming, if a little gauche There's only so far new money goes They picked out a home and called it ""Holiday House"" Their parties were tasteful, if a little loud The doctor had told him to settle down It must have been her fault his heart gave out And they said ""There goes the last great American dynasty Who knows, if she never showed up, what could've been There goes the maddest woman this town has ever seen She had a marvelous time ruining everything"" Rebekah gave up on the Rhode Island set forever Flew in all her Bitch Pack friends from the city Filled the pool with champagne and swam with the big names And blew through the money on the boys and the ballet And losing on card game bets with Dalí And they said ""There goes the last great American dynasty Who knows, if she never showed up, what could've been There goes the most shameless woman this town has ever seen She had a marvelous time ruining everything"" They say she was seen on occasion Pacing the rocks, staring out at the midnight sea And in a feud with her neighbor She stole his dog and dyed it key lime green Fifty years is a long time Holiday House sat quietly on that beach Free of women with madness, their men and bad habits And then it was bought by me Who knows, if I never showed up, what could've been There goes the loudest woman this town has ever seen I had a marvelous time ruining everything I had a marvelous time ruining everything A marvelous time ruining everything A marvelous time I had a marvelous time",08.08.20,13.0,08.08.20,2.0
82,82,my tears ricochet,folklore (deluxe version),Taylor Swift,2020-08-18,255893,64,0.456,0.814,0.265,0.0,0.0679,-10.663,0.0328,0.112,129.947,"We gather here, we line up, weepin' in a sunlit room And if I'm on fire, you'll be made of ashes, too Even on my worst day, did I deserve, babe All the hell you gave me? 'Cause I loved you, I swear I loved you 'Til my dying day I didn't have it in myself to go with grace And you're the hero flying around, saving face And if I'm dead to you, why are you at the wake? Cursing my name, wishing I stayed Look at how my tears ricochet We gather stones, never knowing what they'll mean Some to throw, some to make a diamond ring You know I didn't want to have to haunt you But what a ghostly scene You wear the same jewels that I gave you As you bury me I didn't have it in myself to go with grace 'Cause when I'd fight, you used to tell me I was brave And if I'm dead to you, why are you at the wake? Cursing my name, wishing I stayed Look at how my tears ricochet And I can go anywhere I want Anywhere I want, just not home And you can aim for my heart, go for blood But you would still miss me in your bones And I still talk to you (When I'm screaming at the sky) And when you can't sleep at night (You hear my stolen lullabies) I didn't have it in myself to go with grace And so the battleships will sink beneath the waves You had to kill me, but it killed you just the same Cursing my name, wishing I stayed You turned into your worst fears And you're tossing out blame, drunk on this pain Crossing out the good years And you're cursing my name, wishing I stayed Look at how my tears ricochet",08.08.20,16.0,08.08.20,2.0
83,83,mirrorball,folklore (deluxe version),Taylor Swift,2020-08-18,208973,63,0.549,0.686,0.417,1.9e-06,0.0604,-10.064,0.035,0.347,110.137,"I want you to know I'm a mirrorball I'll show you every version of yourself tonight I'll get you out on the floor Shimmering beautiful And when I break, it's in a million pieces Hush, when no one is around, my dear You'll find me on my tallest tiptoes Spinning in my highest heels, love Shining just for you Hush, I know they said the end is near But I'm still on my tallest tiptoes Spinning in my highest heels, love Shining just for you I want you to know I'm a mirrorball I can change everything about me to fit in You are not like the regulars The masquerade revelers Drunk as they watch my shattered edges glisten Hush, when no one is around, my dear You'll find me on my tallest tiptoes Spinning in my highest heels, love Shining just for you Hush, I know they said the end is near But I'm still on my tallest tiptoes Spinning in my highest heels, love Shining just for you And they called off the circus, burned the disco down When they sent home the horses and the rodeo clowns I'm still on that tightrope I'm still trying everything to get you laughing at me And I'm still a believer, but I don't know why I've never been a natural, all I do is try, try, try I'm still on that trapeze I'm still trying everything to keep you looking at me Because I'm a mirrorball I'm a mirrorball And I'll show you every version of yourself tonight",08.08.20,26.0,08.08.20,2.0
84,84,seven,folklore (deluxe version),Taylor Swift,2020-08-18,208906,62,0.602,0.888,0.494,2.59e-05,0.0902,-10.813,0.0277,0.374,94.955,"Please picture me in the trees I hit my peak at seven Feet in the swing over the creek I was too scared to jump in But I, I was high in the sky With Pennsylvania under me Are there still beautiful things? Sweet tea in the summer Cross your heart, won't tell no other And though I can’t recall your face I still got love for you Your braids like a pattern Love you to the Moon and to Saturn Passed down like folk songs The love lasts so long And I've been meaning to tell you I think your house is haunted Your dad is always mad and that must be why And I think you should come live with me And we can be pirates Then you won't have to cry Or hide in the closet And just like a folk song Our love will be passed on Please picture me in the weeds Before I learned civility I used to scream ferociously Any time I wanted I, I Sweet tea in the summer Cross my heart, won’t tell no other And though I can't recall your face I still got love for you Pack your dolls and a sweater We'll move to India forever Passed down like folk songs Our love lasts so long",08.08.20,35.0,08.08.20,2.0
85,85,august,folklore (deluxe version),Taylor Swift,2020-08-18,261920,65,0.387,0.553,0.634,6.93e-05,0.0931,-9.222,0.0363,0.42,89.567,"Salt air, and the rust on your door I never needed anything more Whispers of ""Are you sure?"" ""Never have I ever before"" But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine Your back beneath the sun Wishin' I could write my name on it Will you call when you're back at school? I remember thinkin' I had you But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine Back when we were still changin' for the better Wanting was enough For me, it was enough To live for the hope of it all Cancel plans just in case you'd call And say, ""Meet me behind the mall"" So much for summer love and saying ""us"" 'Cause you weren't mine to lose You weren't mine to lose, no But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine 'Cause you were never mine Never mine But do you remember? Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all, for the hope of it all ""Meet me behind the mall"" (Remember when I pulled up and said ""Get in the car"") (And then canceled my plans just in case you'd call?) (Back when I was livin' for the hope of it all, for the hope of it all) (""Meet me behind the mall"") Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all (For the hope of it all) For the hope of it all, for the hope of it all (For the hope of it all, for the hope of it all)",08.08.20,23.0,08.08.20,2.0
86,86,this is me trying,folklore (deluxe version),Taylor Swift,2020-08-18,195106,63,0.511,0.312,0.478,2.3e-05,0.147,-9.837,0.0322,0.408,135.882,"I've been having a hard time adjusting I had the shiniest wheels, now they're rusting I didn't know if you'd care if I came back I have a lot of regrets about that Pulled the car off the road to the lookout Could've followed my fears all the way down And maybe I don't quite know what to say But I'm here in your doorway I just wanted you to know that this is me trying I just wanted you to know that this is me trying They told me all of my cages were mental So I got wasted like all my potential And my words shoot to kill when I'm mad I have a lot of regrets about that I was so ahead of the curve, the curve became a sphere Fell behind all my classmates and I ended up here Pouring out my heart to a stranger But I didn't pour the whiskey I just wanted you to know that this is me trying I just wanted you to know that this is me trying [Post-Chorus] At least I'm trying And it's hard to be at a party when I feel like an open wound It's hard to be anywhere these days when all I want is you You're a flashback in a film reel on the one screen in my town And I just wanted you to know that this is me trying (And maybe I don't quite know what to say) I just wanted you to know that this is me trying At least I'm trying",08.08.20,39.0,08.08.20,1.0
87,87,illicit affairs,folklore (deluxe version),Taylor Swift,2020-08-18,190893,62,0.529,0.862,0.304,0.0,0.108,-10.567,0.0356,0.44,119.58,"Make sure nobody sees you leave Hood over your head, keep your eyes down Tell your friends you're out for a run You’ll be flushed when you return Take the road less traveled by Tell yourself you can always stop What started in beautiful rooms Ends with meetings in parking lots And that's the thing about illicit affairs And clandestine meetings and longing stares It's born from just one single glance But it dies and it dies and it dies A million little times Leave the perfume on the shelf That you picked out just for him So you leave no trace behind Like you don’t even exist Take the words for what they are A dwindling, mercurial high A drug that only worked The first few hundred times And that's the thing about illicit affairs And clandestine meetings and stolen stares They show their truth one single time But they lie and they lie and they lie A million little times And you wanna scream Don't call me ""kid,"" don't call me ""baby"" Look at this godforsaken mess that you made me You showed me colors you know I can't see with anyone else Don't call me ""kid,"" don't call me ""baby"" Look at this idiotic fool that you made me You taught me a secret language I can't speak with anyone else And you know damn well For you, I would ruin myself A million little times",08.08.20,44.0,08.08.20,1.0
